plugin,skill,check_id,severity,result,detail
rev-ops,quota-sensitivity-analysis,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,quota-sensitivity-analysis,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,quota-sensitivity-analysis,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,quota-sensitivity-analysis,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,quota-sensitivity-analysis,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,quota-sensitivity-analysis,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,quota-sensitivity-analysis,9.1,WARN,PASS,G-code governance reference found
rev-ops,quota-sensitivity-analysis,S1,WARN,PASS,status signal=[DRAFT]
rev-ops,revenue-brief-generation,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,revenue-brief-generation,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,revenue-brief-generation,1.2,WARN,PASS,version=1.0.0
rev-ops,revenue-brief-generation,1.3,WARN,PASS,name=revenue-brief-generation
rev-ops,revenue-brief-generation,1.4,WARN,PASS,description present
rev-ops,revenue-brief-generation,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,revenue-brief-generation,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,revenue-brief-generation,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,revenue-brief-generation,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,revenue-brief-generation,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,revenue-brief-generation,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,revenue-brief-generation,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,revenue-brief-generation,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,revenue-brief-generation,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,revenue-brief-generation,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,revenue-brief-generation,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,revenue-brief-generation,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,revenue-brief-generation,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,revenue-brief-generation,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,revenue-brief-generation,9.1,WARN,PASS,G-code governance reference found
rev-ops,revenue-brief-generation,S1,WARN,PASS,status signal=[DRAFT]
rev-ops,revenue-leakage-scanning,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,revenue-leakage-scanning,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,revenue-leakage-scanning,1.2,WARN,PASS,version=1.0.0
rev-ops,revenue-leakage-scanning,1.3,WARN,PASS,name=revenue-leakage-scanning
rev-ops,revenue-leakage-scanning,1.4,WARN,PASS,description present
rev-ops,revenue-leakage-scanning,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,revenue-leakage-scanning,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,revenue-leakage-scanning,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,revenue-leakage-scanning,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,revenue-leakage-scanning,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,revenue-leakage-scanning,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,revenue-leakage-scanning,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,revenue-leakage-scanning,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,revenue-leakage-scanning,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,revenue-leakage-scanning,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,revenue-leakage-scanning,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,revenue-leakage-scanning,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,revenue-leakage-scanning,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,revenue-leakage-scanning,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,revenue-leakage-scanning,9.1,WARN,PASS,G-code governance reference found
rev-ops,revenue-leakage-scanning,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,sales-cs-handoff-quality-scoring,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,sales-cs-handoff-quality-scoring,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,sales-cs-handoff-quality-scoring,1.2,WARN,PASS,version=1.0.0
rev-ops,sales-cs-handoff-quality-scoring,1.3,WARN,PASS,name=sales-cs-handoff-quality-scoring
rev-ops,sales-cs-handoff-quality-scoring,1.4,WARN,PASS,description present
rev-ops,sales-cs-handoff-quality-scoring,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,sales-cs-handoff-quality-scoring,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,sales-cs-handoff-quality-scoring,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,sales-cs-handoff-quality-scoring,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,sales-cs-handoff-quality-scoring,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,sales-cs-handoff-quality-scoring,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,sales-cs-handoff-quality-scoring,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,sales-cs-handoff-quality-scoring,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,sales-cs-handoff-quality-scoring,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,sales-cs-handoff-quality-scoring,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,sales-cs-handoff-quality-scoring,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,sales-cs-handoff-quality-scoring,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,sales-cs-handoff-quality-scoring,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,sales-cs-handoff-quality-scoring,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,sales-cs-handoff-quality-scoring,9.1,WARN,PASS,G-code governance reference found
rev-ops,sales-cs-handoff-quality-scoring,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,scenario-modeling,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,scenario-modeling,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,scenario-modeling,1.2,WARN,PASS,version=1.0.0
rev-ops,scenario-modeling,1.3,WARN,PASS,name=scenario-modeling
rev-ops,scenario-modeling,1.4,WARN,PASS,description present
rev-ops,scenario-modeling,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,scenario-modeling,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,scenario-modeling,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,scenario-modeling,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,scenario-modeling,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,scenario-modeling,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,scenario-modeling,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,scenario-modeling,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,scenario-modeling,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,scenario-modeling,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,scenario-modeling,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,scenario-modeling,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,scenario-modeling,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,scenario-modeling,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,scenario-modeling,9.1,WARN,PASS,G-code governance reference found
rev-ops,scenario-modeling,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,stage-integrity-audit,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,stage-integrity-audit,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,stage-integrity-audit,1.2,WARN,PASS,version=1.0.0
rev-ops,stage-integrity-audit,1.3,WARN,PASS,name=stage-integrity-audit
rev-ops,stage-integrity-audit,1.4,WARN,PASS,description present
rev-ops,stage-integrity-audit,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,stage-integrity-audit,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,stage-integrity-audit,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,stage-integrity-audit,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,stage-integrity-audit,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,stage-integrity-audit,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,stage-integrity-audit,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,stage-integrity-audit,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,stage-integrity-audit,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,stage-integrity-audit,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,stage-integrity-audit,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,stage-integrity-audit,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,stage-integrity-audit,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,stage-integrity-audit,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,stage-integrity-audit,9.1,WARN,PASS,G-code governance reference found
rev-ops,stage-integrity-audit,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,unit-of-growth-calculator,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,unit-of-growth-calculator,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,unit-of-growth-calculator,1.2,WARN,FAIL,version field missing from frontmatter
rev-ops,unit-of-growth-calculator,1.3,WARN,PASS,name=unit-of-growth-calculator
rev-ops,unit-of-growth-calculator,1.4,WARN,PASS,description present
rev-ops,unit-of-growth-calculator,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,unit-of-growth-calculator,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,unit-of-growth-calculator,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,unit-of-growth-calculator,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,unit-of-growth-calculator,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,unit-of-growth-calculator,5.1,WARN,FAIL,## Reasoning Protocol section missing
rev-ops,unit-of-growth-calculator,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,unit-of-growth-calculator,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,unit-of-growth-calculator,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,unit-of-growth-calculator,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,unit-of-growth-calculator,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,unit-of-growth-calculator,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,unit-of-growth-calculator,6.1,WARN,PASS,## Reference Files section present
rev-ops,unit-of-growth-calculator,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,unit-of-growth-calculator,9.1,WARN,FAIL,no G-code references found in SKILL.md
rev-ops,unit-of-growth-calculator,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
